0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
sea,crd,4,10,5,3,-2,-3,4,1,15,8,0,3,-2,-16,20,-7,7,4,4,1,8,13,-6,2,5,-9,4,-20,8,10,-3,-6,1,-10,-6,1,1,4,1,3,-3,15,-6,0,4,4,1,4,-14,8,-9,17,-20,-6,-3,-6,-13,22,-2,0,-9,3,-5,-8,-13,22,-6,4,5,-5,-6,-3,-9,-7,-23,11,-17,1,3,1
tam,ram,8,9,-3,-9,-6,8,9,11,-3,4,-11,-3,-9,5,1,-6,4,-14,12,15,-20,-7,5,19,11,14,3,0,6,11,-13,25,4,7,4,-2,25,17,8,1,-3,-10,4,-14,7,4,25,9,8,-14,0,7,-17,-8,7,-7,31,28,13,8,12,22,6,4,16,-13,0,-3,10,8,15,8,12,0,11,-23,10,-10,-10,11
min,chi,11,-9,-7,-2,5,-11,-13,1,4,-14,18,-6,-16,-2,-13,1,1,-6,-3,2,1,-14,-3,7,14,-6,4,-6,0,-2,8,15,-17,4,6,6,1,-7,0,-13,8,-8,-7,-9,-20,-13,1,-13,-9,-14,1,-6,-8,-17,4,7,0,-7,2,-3,11,-1,18,-14,1,-13,8,15,5,8,25,-13,-7,-9,1,-6,0,1,-13,0
jax,den,-3,-16,-11,-10,3,17,-20,-3,-6,-16,-10,-7,-14,7,-17,-23,-2,1,-7,-3,3,6,-5,1,-16,-3,-16,17,-9,7,8,-11,-17,-14,8,-3,-3,-8,-13,-8,-7,4,-9,-7,-7,1,-14,0,-9,4,-7,-6,-9,-3,1,-13,1,-6,0,-1,-6,-4,0,7,22,-13,-3,0,-7,11,0,4,-9,4,-3,-4,4,1,1,4
nor,dal,10,4,-14,4,7,5,-9,10,8,5,-11,-14,5,-9,-13,-10,8,-6,25,-16,28,-9,22,12,7,-3,1,0,20,-4,10,-5,20,14,-2,-5,17,25,1,8,8,-17,8,-2,12,-6,13,12,4,-3,-23,0,6,0,-10,-13,8,0,-1,-4,4,-3,-9,5,-6,-3,17,-16,-7,-4,3,1,-10,1,-3,-10,-15,-7,-17,-23
cin,pit,-6,-2,-6,18,-3,-2,-10,-7,-5,3,7,-7,-2,3,-13,1,-3,12,-2,1,-9,28,14,11,-13,22,-2,5,4,-6,14,13,-2,8,11,0,11,0,8,4,-3,1,3,5,-20,10,-7,-10,5,8,-6,-13,-2,1,7,10,-6,1,-3,-7,29,-2,0,-7,10,-5,5,-2,18,-6,-9,3,7,4,14,19,-2,-2,5,1
ram,sea,17,32,-3,-10,4,-14,7,4,25,9,8,-14,0,7,-17,-8,7,-7,31,28,13,8,12,22,6,4,16,-13,0,-3,10,8,15,8,12,0,11,-23,10,-10,4,-13,4,10,5,3,-2,-3,4,1,15,8,0,3,-2,-16,20,-7,7,4,4,1,8,13,-6,2,5,-9,4,-20,8,10,-3,-6,1,-10,-6,1,1,4
nyj,phi,-9,7,-20,0,-7,-6,-20,15,15,21,-1,6,4,0,-1,3,-10,4,-13,18,-17,-10,-13,1,-6,14,19,11,11,-7,-11,8,-6,-2,-11,-3,25,-6,-17,3,11,4,1,4,-3,1,9,4,1,-23,9,7,7,0,0,6,5,-10,2,-1,-16,25,-3,4,1,-5,-6,-2,11,-10,-2,0,0,3,-3,-7,-2,4,-5,-11
htx,atl,-13,-7,4,-3,-10,-11,5,7,-3,-20,7,9,6,-1,-2,1,6,-10,11,-6,0,-2,-4,-6,19,0,-3,-16,-3,-10,-4,-7,14,11,-1,4,-6,-3,-3,4,-13,1,1,4,1,-3,-11,5,11,9,1,-13,17,-9,-3,11,-7,3,-6,8,-4,-1,-7,5,15,-9,0,-3,11,6,-6,18,13,14,14,20,8,1,-11,-5
oti,buf,1,-13,-16,-3,-6,-4,20,-10,-6,10,2,-7,-6,-23,7,-14,3,-1,-6,11,-13,15,11,-13,5,-9,-4,-3,-23,-2,-11,-10,3,0,-14,-17,-3,-6,-3,4,-13,-7,-2,-6,5,-9,-6,-7,19,-6,-11,1,-9,-10,0,4,-6,-2,1,-2,18,-13,-14,18,-17,2,-18,14,-10,-3,-10,-11,-23,-1,4,-17,-3,8,-20,24
jax,car,3,1,-3,-16,-11,-10,3,17,-20,-3,-6,-16,-10,-7,-14,7,-17,-23,-2,1,-7,-3,3,6,-5,1,-16,-3,-16,17,-9,7,8,-11,-17,-14,8,-3,-3,-8,-7,-13,15,-3,-9,-3,4,7,10,-9,-13,1,-14,-11,-3,3,-6,1,4,7,-4,-3,-2,29,19,5,13,-2,-2,-6,-6,0,10,8,8,-2,1,8,-7,-15
rai,chi,8,1,-9,11,-13,5,1,-7,-20,12,4,-9,-7,7,1,-2,10,17,-6,11,0,-2,-17,-3,-20,11,5,19,-20,4,-13,3,22,19,-3,5,-4,-3,-10,10,-7,-17,8,-8,-7,-9,-20,-13,1,-13,-9,-14,1,-6,-8,-17,4,7,0,-7,2,-3,11,-1,18,-14,1,-13,8,15,5,8,25,-13,-7,-9,1,-6,0,1
cin,crd,-20,4,-6,-2,-6,18,-3,-2,-10,-7,-5,3,7,-7,-2,3,-13,1,-3,12,-2,1,-9,28,14,11,-13,22,-2,5,4,-6,14,13,-2,8,11,0,11,0,-13,4,-3,15,-6,0,4,4,1,4,-14,8,-9,17,-20,-6,-3,-6,-13,22,-2,0,-9,3,-5,-8,-13,22,-6,4,5,-5,-6,-3,-9,-7,-23,11,-17,1
min,nyg,-17,-7,11,-9,-7,-2,5,-11,-13,1,4,-14,18,-6,-16,-2,-13,1,1,-6,-3,2,1,-14,-3,7,14,-6,4,-6,0,-2,8,15,-17,4,6,6,1,-7,1,-20,9,8,-9,5,-6,12,12,13,4,5,-23,-6,17,-7,7,4,-1,2,15,12,4,0,-10,-3,-3,0,-10,11,8,10,-5,10,4,-1,-10,-3,-8,-3
tam,nor,32,17,8,9,-3,-9,-6,8,9,11,-3,4,-11,-3,-9,5,1,-6,4,-14,12,15,-20,-7,5,19,11,14,3,0,6,11,-13,25,4,7,4,-2,25,17,-11,-13,10,4,-14,4,7,5,-9,10,8,5,-11,-14,5,-9,-13,-10,8,-6,25,-16,28,-9,22,12,7,-3,1,0,20,-4,10,-5,20,14,-2,-5,17,25
nwe,was,-7,-13,7,-9,20,-23,10,-20,15,-20,1,-11,-13,-6,10,11,1,-13,4,-10,-13,11,8,-6,2,-17,15,8,20,17,15,1,15,-16,-13,3,-3,8,4,-3,-20,1,-8,8,-2,8,4,9,-23,1,-7,2,-7,-10,-7,17,-10,5,0,8,-2,0,-7,-20,-9,15,-3,-10,-3,-6,0,-6,-4,20,8,-6,-14,-2,1,-17
pit,rav,4,-20,-3,1,3,5,-20,10,-7,-10,5,8,-6,-13,-2,1,7,10,-6,1,-3,-7,29,-2,0,-7,10,-5,5,-2,18,-6,-9,3,7,4,14,19,-2,-2,2,17,5,10,0,-6,36,-13,3,1,-1,-13,-3,-11,1,4,3,-7,11,-6,1,-2,-7,0,-2,13,0,1,-2,-23,-14,-11,3,-9,4,-9,0,11,24,-20
sdg,den,7,-13,-3,4,-13,-10,7,1,0,-14,-13,-1,6,5,3,-2,10,7,22,-13,-1,0,-3,-17,2,-6,-3,-4,15,-9,3,-13,6,4,0,12,8,-3,5,15,1,3,-7,4,-9,-7,-7,1,-14,0,-9,4,-7,-6,-9,-3,1,-13,1,-6,0,-1,-6,-4,0,7,22,-13,-3,0,-7,11,0,4,-9,4,-3,-4,4,1
dal,gnb,-13,-11,8,-17,8,-2,12,-6,13,12,4,-3,-23,0,6,0,-10,-13,8,0,-1,-4,4,-3,-9,5,-6,-3,17,-16,-7,-4,3,1,-10,1,-3,-10,-15,-7,4,11,4,-7,-2,-7,-13,-20,-23,8,21,15,-6,1,11,-3,-6,-3,-6,1,1,4,8,-11,-6,8,4,6,10,7,0,8,-1,-23,-6,8,6,6,1,0
kan,clt,11,7,10,5,5,-13,17,3,12,-20,8,15,5,6,4,1,17,10,28,31,3,-9,14,-2,7,0,22,-13,17,20,7,-9,4,0,15,4,19,14,15,5,1,8,4,1,-4,-6,1,7,10,-6,5,4,0,-23,1,-2,-23,-17,4,1,15,-13,6,3,19,5,14,-18,11,19,1,15,11,14,-7,-3,-2,-14,0,11
sfo,cle,1,-3,18,-6,8,-6,9,25,-14,-9,3,0,-3,-9,-7,20,-14,4,0,4,11,-20,-8,-5,-13,16,7,10,-5,5,4,6,4,15,7,4,-7,1,11,-10,17,2,-10,-3,0,-20,-10,20,1,3,3,-5,-6,-7,3,-3,-10,6,12,-3,5,-7,-2,14,-5,10,0,3,-9,15,-11,-14,19,22,-2,-6,-5,-2,-2,-2
nwe,nyg,10,-16,-7,-13,7,-9,20,-23,10,-20,15,-20,1,-11,-13,-6,10,11,1,-13,4,-10,-13,11,8,-6,2,-17,15,8,20,17,15,1,15,-16,-13,3,-3,8,-13,5,1,-20,9,8,-9,5,-6,12,12,13,4,5,-23,-6,17,-7,7,4,-1,2,15,12,4,0,-10,-3,-3,0,-10,11,8,10,-5,10,4,-1,-10,-3
tam,car,1,8,32,17,8,9,-3,-9,-6,8,9,11,-3,4,-11,-3,-9,5,1,-6,4,-14,12,15,-20,-7,5,19,11,14,3,0,6,11,-13,25,4,7,4,-2,11,4,-7,-13,15,-3,-9,-3,4,7,10,-9,-13,1,-14,-11,-3,3,-6,1,4,7,-4,-3,-2,29,19,5,13,-2,-2,-6,-6,0,10,8,8,-2,1,8
was,mia,-16,10,-20,1,-8,8,-2,8,4,9,-23,1,-7,2,-7,-10,-7,17,-10,5,0,8,-2,0,-7,-20,-9,15,-3,-10,-3,-6,0,-6,-4,20,8,-6,-14,-2,-13,7,-17,8,-23,20,-13,36,-6,19,-16,-6,-6,18,11,10,-2,-6,1,4,-11,8,-10,-17,0,19,-2,9,8,5,-6,4,-16,15,5,-3,-3,-11,4,-3
cin,rav,0,3,-20,4,-6,-2,-6,18,-3,-2,-10,-7,-5,3,7,-7,-2,3,-13,1,-3,12,-2,1,-9,28,14,11,-13,22,-2,5,4,-6,14,13,-2,8,11,0,3,0,2,17,5,10,0,-6,36,-13,3,1,-1,-13,-3,-11,1,4,3,-7,11,-6,1,-2,-7,0,-2,13,0,1,-2,-23,-14,-11,3,-9,4,-9,0,11
sea,cle,7,6,4,-13,4,10,5,3,-2,-3,4,1,15,8,0,3,-2,-16,20,-7,7,4,4,1,8,13,-6,2,5,-9,4,-20,8,10,-3,-6,1,-10,-6,1,-20,8,17,2,-10,-3,0,-20,-10,20,1,3,3,-5,-6,-7,3,-3,-10,6,12,-3,5,-7,-2,14,-5,10,0,3,-9,15,-11,-14,19,22,-2,-6,-5,-2
kan,htx,-10,-4,11,7,10,5,5,-13,17,3,12,-20,8,15,5,6,4,1,17,10,28,31,3,-9,14,-2,7,0,22,-13,17,20,7,-9,4,0,15,4,19,14,30,9,-13,-7,4,-3,-10,-11,5,7,-3,-20,7,9,6,-1,-2,1,6,-10,11,-6,0,-2,-4,-6,19,0,-3,-16,-3,-10,-4,-7,14,11,-1,4,-6,-3
nor,jax,8,1,-11,-13,10,4,-14,4,7,5,-9,10,8,5,-11,-14,5,-9,-13,-10,8,-6,25,-16,28,-9,22,12,7,-3,1,0,20,-4,10,-5,20,14,-2,-5,4,11,3,1,-3,-16,-11,-10,3,17,-20,-3,-6,-16,-10,-7,-14,7,-17,-23,-2,1,-7,-3,3,6,-5,1,-16,-3,-16,17,-9,7,8,-11,-17,-14,8,-3
min,phi,5,-13,-17,-7,11,-9,-7,-2,5,-11,-13,1,4,-14,18,-6,-16,-2,-13,1,1,-6,-3,2,1,-14,-3,7,14,-6,4,-6,0,-2,8,15,-17,4,6,6,8,-17,11,4,1,4,-3,1,9,4,1,-23,9,7,7,0,0,6,5,-10,2,-1,-16,25,-3,4,1,-5,-6,-2,11,-10,-2,0,0,3,-3,-7,-2,4
atl,crd,9,30,-13,1,1,4,1,-3,-11,5,11,9,1,-13,17,-9,-3,11,-7,3,-6,8,-4,-1,-7,5,15,-9,0,-3,11,6,-6,18,13,14,14,20,8,1,3,0,-13,4,-3,15,-6,0,4,4,1,4,-14,8,-9,17,-20,-6,-3,-6,-13,22,-2,0,-9,3,-5,-8,-13,22,-6,4,5,-5,-6,-3,-9,-7,-23,11
sfo,ram,8,-20,1,-3,18,-6,8,-6,9,25,-14,-9,3,0,-3,-9,-7,20,-14,4,0,4,11,-20,-8,-5,-13,16,7,10,-5,5,4,6,4,15,7,4,-7,1,6,7,17,32,-3,-10,4,-14,7,4,25,9,8,-14,0,7,-17,-8,7,-7,31,28,13,8,12,22,6,4,16,-13,0,-3,10,8,15,8,12,0,11,-23
nyj,dal,-17,8,-9,7,-20,0,-7,-6,-20,15,15,21,-1,6,4,0,-1,3,-10,4,-13,18,-17,-10,-13,1,-6,14,19,11,11,-7,-11,8,-6,-2,-11,-3,25,-6,1,11,-13,-11,8,-17,8,-2,12,-6,13,12,4,-3,-23,0,6,0,-10,-13,8,0,-1,-4,4,-3,-9,5,-6,-3,17,-16,-7,-4,3,1,-10,1,-3,-10
oti,den,-16,-9,1,-13,-16,-3,-6,-4,20,-10,-6,10,2,-7,-6,-23,7,-14,3,-1,-6,11,-13,15,11,-13,5,-9,-4,-3,-23,-2,-11,-10,3,0,-14,-17,-3,-6,-3,-10,1,3,-7,4,-9,-7,-7,1,-14,0,-9,4,-7,-6,-9,-3,1,-13,1,-6,0,-1,-6,-4,0,7,22,-13,-3,0,-7,11,0,4,-9,4,-3,-4
sdg,pit,-10,-3,7,-13,-3,4,-13,-10,7,1,0,-14,-13,-1,6,5,3,-2,10,7,22,-13,-1,0,-3,-17,2,-6,-3,-4,15,-9,3,-13,6,4,0,12,8,-3,0,3,4,-20,-3,1,3,5,-20,10,-7,-10,5,8,-6,-13,-2,1,7,10,-6,1,-3,-7,29,-2,0,-7,10,-5,5,-2,18,-6,-9,3,7,4,14,19
det,gnb,7,11,4,1,-10,-13,4,4,8,-23,-14,4,-10,-9,-6,-20,-7,7,-7,0,-3,-4,-1,11,-14,1,-9,5,9,-2,8,0,1,3,3,-13,4,7,-6,25,11,1,4,11,4,-7,-2,-7,-13,-20,-23,8,21,15,-6,1,11,-3,-6,-3,-6,1,1,4,8,-11,-6,8,4,6,10,7,0,8,-1,-23,-6,8,6,6
den,kan,-7,-23,-3,-10,1,3,-7,4,-9,-7,-7,1,-14,0,-9,4,-7,-6,-9,-3,1,-13,1,-6,0,-1,-6,-4,0,7,22,-13,-3,0,-7,11,0,4,-9,4,1,8,-10,-4,11,7,10,5,5,-13,17,3,12,-20,8,15,5,6,4,1,17,10,28,31,3,-9,14,-2,7,0,22,-13,17,20,7,-9,4,0,15,4
buf,mia,-9,-16,-13,-7,-2,-6,5,-9,-6,-7,19,-6,-11,1,-9,-10,0,4,-6,-2,1,-2,18,-13,-14,18,-17,2,-18,14,-10,-3,-10,-11,-23,-1,4,-17,-3,8,-7,-6,-13,7,-17,8,-23,20,-13,36,-6,19,-16,-6,-6,18,11,10,-2,-6,1,4,-11,8,-10,-17,0,19,-2,9,8,5,-6,4,-16,15,5,-3,-3,-11
htx,clt,8,1,30,9,-13,-7,4,-3,-10,-11,5,7,-3,-20,7,9,6,-1,-2,1,6,-10,11,-6,0,-2,-4,-6,19,0,-3,-16,-3,-10,-4,-7,14,11,-1,4,-4,-10,1,8,4,1,-4,-6,1,7,10,-6,5,4,0,-23,1,-2,-23,-17,4,1,15,-13,6,3,19,5,14,-18,11,19,1,15,11,14,-7,-3,-2,-14
det,min,-1,0,7,11,4,1,-10,-13,4,4,8,-23,-14,4,-10,-9,-6,-20,-7,7,-7,0,-3,-4,-1,11,-14,1,-9,5,9,-2,8,0,1,3,3,-13,4,7,15,-3,5,-13,-17,-7,11,-9,-7,-2,5,-11,-13,1,4,-14,18,-6,-16,-2,-13,1,1,-6,-3,2,1,-14,-3,7,14,-6,4,-6,0,-2,8,15,-17,4
was,sfo,-6,-7,-16,10,-20,1,-8,8,-2,8,4,9,-23,1,-7,2,-7,-10,-7,17,-10,5,0,8,-2,0,-7,-20,-9,15,-3,-10,-3,-6,0,-6,-4,20,8,-6,-3,-16,8,-20,1,-3,18,-6,8,-6,9,25,-14,-9,3,0,-3,-9,-7,20,-14,4,0,4,11,-20,-8,-5,-13,16,7,10,-5,5,4,6,4,15,7,4
atl,ram,10,11,9,30,-13,1,1,4,1,-3,-11,5,11,9,1,-13,17,-9,-3,11,-7,3,-6,8,-4,-1,-7,5,15,-9,0,-3,11,6,-6,18,13,14,14,20,-16,-3,6,7,17,32,-3,-10,4,-14,7,4,25,9,8,-14,0,7,-17,-8,7,-7,31,28,13,8,12,22,6,4,16,-13,0,-3,10,8,15,8,12,0
cin,jax,-6,0,0,3,-20,4,-6,-2,-6,18,-3,-2,-10,-7,-5,3,7,-7,-2,3,-13,1,-3,12,-2,1,-9,28,14,11,-13,22,-2,5,4,-6,14,13,-2,8,-17,-10,4,11,3,1,-3,-16,-11,-10,3,17,-20,-3,-6,-16,-10,-7,-14,7,-17,-23,-2,1,-7,-3,3,6,-5,1,-16,-3,-16,17,-9,7,8,-11,-17,-14
nyg,crd,-9,12,-13,5,1,-20,9,8,-9,5,-6,12,12,13,4,5,-23,-6,17,-7,7,4,-1,2,15,12,4,0,-10,-3,-3,0,-10,11,8,10,-5,10,4,-1,11,10,3,0,-13,4,-3,15,-6,0,4,4,1,4,-14,8,-9,17,-20,-6,-3,-6,-13,22,-2,0,-9,3,-5,-8,-13,22,-6,4,5,-5,-6,-3,-9,-7
gnb,rai,0,-1,11,1,4,11,4,-7,-2,-7,-13,-20,-23,8,21,15,-6,1,11,-3,-6,-3,-6,1,1,4,8,-11,-6,8,4,6,10,7,0,8,-1,-23,-6,8,1,-2,8,1,-9,11,-13,5,1,-7,-20,12,4,-9,-7,7,1,-2,10,17,-6,11,0,-2,-17,-3,-20,11,5,19,-20,4,-13,3,22,19,-3,5,-4,-3
oti,sdg,-23,-7,-16,-9,1,-13,-16,-3,-6,-4,20,-10,-6,10,2,-7,-6,-23,7,-14,3,-1,-6,11,-13,15,11,-13,5,-9,-4,-3,-23,-2,-11,-10,3,0,-14,-17,-6,1,-10,-3,7,-13,-3,4,-13,-10,7,1,0,-14,-13,-1,6,5,3,-2,10,7,22,-13,-1,0,-3,-17,2,-6,-3,-4,15,-9,3,-13,6,4,0,12
chi,nor,-2,1,-7,-17,8,-8,-7,-9,-20,-13,1,-13,-9,-14,1,-6,-8,-17,4,7,0,-7,2,-3,11,-1,18,-14,1,-13,8,15,5,8,25,-13,-7,-9,1,-6,-10,-17,8,1,-11,-13,10,4,-14,4,7,5,-9,10,8,5,-11,-14,5,-9,-13,-10,8,-6,25,-16,28,-9,22,12,7,-3,1,0,20,-4,10,-5,20,14
rav,sea,0,-6,3,0,2,17,5,10,0,-6,36,-13,3,1,-1,-13,-3,-11,1,4,3,-7,11,-6,1,-2,-7,0,-2,13,0,1,-2,-23,-14,-11,3,-9,4,-9,9,5,7,6,4,-13,4,10,5,3,-2,-3,4,1,15,8,0,3,-2,-16,20,-7,7,4,4,1,8,13,-6,2,5,-9,4,-20,8,10,-3,-6,1,-10
phi,dal,-3,15,8,-17,11,4,1,4,-3,1,9,4,1,-23,9,7,7,0,0,6,5,-10,2,-1,-16,25,-3,4,1,-5,-6,-2,11,-10,-2,0,0,3,-3,-7,-1,1,1,11,-13,-11,8,-17,8,-2,12,-6,13,12,4,-3,-23,0,6,0,-10,-13,8,0,-1,-4,4,-3,-9,5,-6,-3,17,-16,-7,-4,3,1,-10,1
nyj,nwe,1,-1,-17,8,-9,7,-20,0,-7,-6,-20,15,15,21,-1,6,4,0,-1,3,-10,4,-13,18,-17,-10,-13,1,-6,14,19,11,11,-7,-11,8,-6,-2,-11,-3,12,-9,10,-16,-7,-13,7,-9,20,-23,10,-20,15,-20,1,-11,-13,-6,10,11,1,-13,4,-10,-13,11,8,-6,2,-17,15,8,20,17,15,1,15,-16,-13,3
min,was,19,7,15,-3,5,-13,-17,-7,11,-9,-7,-2,5,-11,-13,1,4,-14,18,-6,-16,-2,-13,1,1,-6,-3,2,1,-14,-3,7,14,-6,4,-6,0,-2,8,15,-23,-14,-6,-7,-16,10,-20,1,-8,8,-2,8,4,9,-23,1,-7,2,-7,-10,-7,17,-10,5,0,8,-2,0,-7,-20,-9,15,-3,-10,-3,-6,0,-6,-4,20
buf,phi,8,-2,-9,-16,-13,-7,-2,-6,5,-9,-6,-7,19,-6,-11,1,-9,-10,0,4,-6,-2,1,-2,18,-13,-14,18,-17,2,-18,14,-10,-3,-10,-11,-23,-1,4,-17,-13,14,-3,15,8,-17,11,4,1,4,-3,1,9,4,1,-23,9,7,7,0,0,6,5,-10,2,-1,-16,25,-3,4,1,-5,-6,-2,11,-10,-2,0,0,3
sdg,chi,-3,0,-6,1,-10,-3,7,-13,-3,4,-13,-10,7,1,0,-14,-13,-1,6,5,3,-2,10,7,22,-13,-1,0,-3,-17,2,-6,-3,-4,15,-9,3,-13,6,4,2,13,-2,1,-7,-17,8,-8,-7,-9,-20,-13,1,-13,-9,-14,1,-6,-8,-17,4,7,0,-7,2,-3,11,-1,18,-14,1,-13,8,15,5,8,25,-13,-7,-9
den,clt,-17,7,-7,-23,-3,-10,1,3,-7,4,-9,-7,-7,1,-14,0,-9,4,-7,-6,-9,-3,1,-13,1,-6,0,-1,-6,-4,0,7,22,-13,-3,0,-7,11,0,4,7,0,-4,-10,1,8,4,1,-4,-6,1,7,10,-6,5,4,0,-23,1,-2,-23,-17,4,1,15,-13,6,3,19,5,14,-18,11,19,1,15,11,14,-7,-3
nyg,det,-2,4,-9,12,-13,5,1,-20,9,8,-9,5,-6,12,12,13,4,5,-23,-6,17,-7,7,4,-1,2,15,12,4,0,-10,-3,-3,0,-10,11,8,10,-5,10,7,19,-1,0,7,11,4,1,-10,-13,4,4,8,-23,-14,4,-10,-9,-6,-20,-7,7,-7,0,-3,-4,-1,11,-14,1,-9,5,9,-2,8,0,1,3,3,-13
atl,sea,-13,14,10,11,9,30,-13,1,1,4,1,-3,-11,5,11,9,1,-13,17,-9,-3,11,-7,3,-6,8,-4,-1,-7,5,15,-9,0,-3,11,6,-6,18,13,14,-7,7,9,5,7,6,4,-13,4,10,5,3,-2,-3,4,1,15,8,0,3,-2,-16,20,-7,7,4,4,1,8,13,-6,2,5,-9,4,-20,8,10,-3,-6
cin,ram,-6,4,-6,0,0,3,-20,4,-6,-2,-6,18,-3,-2,-10,-7,-5,3,7,-7,-2,3,-13,1,-3,12,-2,1,-9,28,14,11,-13,22,-2,5,4,-6,14,13,14,-13,-16,-3,6,7,17,32,-3,-10,4,-14,7,4,25,9,8,-14,0,7,-17,-8,7,-7,31,28,13,8,12,22,6,4,16,-13,0,-3,10,8,15,8
crd,nor,4,-2,11,10,3,0,-13,4,-3,15,-6,0,4,4,1,4,-14,8,-9,17,-20,-6,-3,-6,-13,22,-2,0,-9,3,-5,-8,-13,22,-6,4,5,-5,-6,-3,13,2,-10,-17,8,1,-11,-13,10,4,-14,4,7,5,-9,10,8,5,-11,-14,5,-9,-13,-10,8,-6,25,-16,28,-9,22,12,7,-3,1,0,20,-4,10,-5
jax,nyj,4,-6,-17,-10,4,11,3,1,-3,-16,-11,-10,3,17,-20,-3,-6,-16,-10,-7,-14,7,-17,-23,-2,1,-7,-3,3,6,-5,1,-16,-3,-16,17,-9,7,8,-11,-23,10,1,-1,-17,8,-9,7,-20,0,-7,-6,-20,15,15,21,-1,6,4,0,-1,3,-10,4,-13,18,-17,-10,-13,1,-6,14,19,11,11,-7,-11,8,-6,-2
oti,tam,0,-3,-23,-7,-16,-9,1,-13,-16,-3,-6,-4,20,-10,-6,10,2,-7,-6,-23,7,-14,3,-1,-6,11,-13,15,11,-13,5,-9,-4,-3,-23,-2,-11,-10,3,0,3,14,1,8,32,17,8,9,-3,-9,-6,8,9,11,-3,4,-11,-3,-9,5,1,-6,4,-14,12,15,-20,-7,5,19,11,14,3,0,6,11,-13,25,4,7
car,sfo,14,3,11,4,-7,-13,15,-3,-9,-3,4,7,10,-9,-13,1,-14,-11,-3,3,-6,1,4,7,-4,-3,-2,29,19,5,13,-2,-2,-6,-6,0,10,8,8,-2,-14,-23,-3,-16,8,-20,1,-3,18,-6,8,-6,9,25,-14,-9,3,0,-3,-9,-7,20,-14,4,0,4,11,-20,-8,-5,-13,16,7,10,-5,5,4,6,4,15
cle,nwe,5,9,-20,8,17,2,-10,-3,0,-20,-10,20,1,3,3,-5,-6,-7,3,-3,-10,6,12,-3,5,-7,-2,14,-5,10,0,3,-9,15,-11,-14,19,22,-2,-6,10,-23,12,-9,10,-16,-7,-13,7,-9,20,-23,10,-20,15,-20,1,-11,-13,-6,10,11,1,-13,4,-10,-13,11,8,-6,2,-17,15,8,20,17,15,1,15,-16
rai,htx,1,19,1,-2,8,1,-9,11,-13,5,1,-7,-20,12,4,-9,-7,7,1,-2,10,17,-6,11,0,-2,-17,-3,-20,11,5,19,-20,4,-13,3,22,19,-3,5,0,7,8,1,30,9,-13,-7,4,-3,-10,-11,5,7,-3,-20,7,9,6,-1,-2,1,6,-10,11,-6,0,-2,-4,-6,19,0,-3,-16,-3,-10,-4,-7,14,11
kan,gnb,7,-17,1,8,-10,-4,11,7,10,5,5,-13,17,3,12,-20,8,15,5,6,4,1,17,10,28,31,3,-9,14,-2,7,0,22,-13,17,20,7,-9,4,0,19,1,0,-1,11,1,4,11,4,-7,-2,-7,-13,-20,-23,8,21,15,-6,1,11,-3,-6,-3,-6,1,1,4,8,-11,-6,8,4,6,10,7,0,8,-1,-23
mia,pit,-2,8,-7,-6,-13,7,-17,8,-23,20,-13,36,-6,19,-16,-6,-6,18,11,10,-2,-6,1,4,-11,8,-10,-17,0,19,-2,9,8,5,-6,4,-16,15,5,-3,1,-6,0,3,4,-20,-3,1,3,5,-20,10,-7,-10,5,8,-6,-13,-2,1,7,10,-6,1,-3,-7,29,-2,0,-7,10,-5,5,-2,18,-6,-9,3,7,4
sfo,crd,28,-10,-14,-23,-3,-16,8,-20,1,-3,18,-6,8,-6,9,25,-14,-9,3,0,-3,-9,-7,20,-14,4,0,4,11,-20,-8,-5,-13,16,7,10,-5,5,4,6,-14,8,4,-2,11,10,3,0,-13,4,-3,15,-6,0,4,4,1,4,-14,8,-9,17,-20,-6,-3,-6,-13,22,-2,0,-9,3,-5,-8,-13,22,-6,4,5,-5
jax,htx,6,-8,4,-6,-17,-10,4,11,3,1,-3,-16,-11,-10,3,17,-20,-3,-6,-16,-10,-7,-14,7,-17,-23,-2,1,-7,-3,3,6,-5,1,-16,-3,-16,17,-9,7,4,1,0,7,8,1,30,9,-13,-7,4,-3,-10,-11,5,7,-3,-20,7,9,6,-1,-2,1,6,-10,11,-6,0,-2,-4,-6,19,0,-3,-16,-3,-10,-4,-7
buf,was,-10,8,8,-2,-9,-16,-13,-7,-2,-6,5,-9,-6,-7,19,-6,-11,1,-9,-10,0,4,-6,-2,1,-2,18,-13,-14,18,-17,2,-18,14,-10,-3,-10,-11,-23,-1,-14,-4,-23,-14,-6,-7,-16,10,-20,1,-8,8,-2,8,4,9,-23,1,-7,2,-7,-10,-7,17,-10,5,0,8,-2,0,-7,-20,-9,15,-3,-10,-3,-6,0,-6
